,Season,Wk,Date,Time,Home,Away,Home Score,Away Score,xG Home,xG Away,Attendance,Venue,Referee,xG Diff,Actual Diff,League
1959,2021-2022,24.0,2022-02-13,15:00,Nantes,Reims,1,0,0.5,0.4,14304.0,Stade de la Beaujoire - Louis Fonteneau,Johan Hamel,0.09999999999999998,1.0,Ligue1
1960,2021-2022,24.0,2022-02-13,15:00,Clermont Foot,Saint-Étienne,1,2,0.9,0.7,12131.0,Stade Gabriel Montpied,Ruddy Buquet,0.20000000000000007,-1.0,Ligue1
1961,2021-2022,24.0,2022-02-13,17:05,Lens,Bordeaux,3,2,2.1,0.9,32662.0,Stade Bollaert-Delelis,François Letexier,1.2000000000000002,1.0,Ligue1
1962,2021-2022,24.0,2022-02-13,20:45,Metz,Marseille,1,2,0.9,1.2,25482.0,Stade Saint-Symphorien,Eric Wattellier,-0.29999999999999993,-1.0,Ligue1
1964,2021-2022,25.0,2022-02-18,21:00,Lille,Metz,0,0,1.1,0.4,30384.0,Stade Pierre-Mauroy,Bastien Dechepy,0.7000000000000001,0.0,Ligue1
1965,2021-2022,25.0,2022-02-19,17:00,Lens,Lyon,1,1,1.2,1.4,36624.0,Stade Bollaert-Delelis,Jérôme Brisard,-0.19999999999999996,0.0,Ligue1
1966,2021-2022,25.0,2022-02-19,21:00,Nantes,Paris S-G,3,1,2.4,3.4,35500.0,Stade de la Beaujoire - Louis Fonteneau,Mikael Lesage,-1.0,2.0,Ligue1
1967,2021-2022,25.0,2022-02-20,13:00,Nice,Angers,1,0,0.8,0.8,18257.0,Stade de Nice,Romain Lissorgue,0.0,1.0,Ligue1
1968,2021-2022,25.0,2022-02-20,15:00,Saint-Étienne,Strasbourg,2,2,1.1,0.8,24897.0,Stade Geoffroy-Guichard,Antony Gautier,0.30000000000000004,0.0,Ligue1
1969,2021-2022,25.0,2022-02-20,15:00,Reims,Brest,1,1,0.7,1.7,9307.0,Stade Auguste-Delaune II,Hakim Ben El Hadj Salem,-1.0,0.0,Ligue1
1970,2021-2022,25.0,2022-02-20,15:00,Rennes,Troyes,4,1,2.8,0.6,22967.0,Roazhon Park,Clément Turpin,2.1999999999999997,3.0,Ligue1
1971,2021-2022,25.0,2022-02-20,15:00,Lorient,Montpellier,0,1,0.8,0.4,10135.0,Stade Yves Allainmat - Le Moustoir,Jeremy Stinat,0.4,-1.0,Ligue1
1972,2021-2022,25.0,2022-02-20,17:05,Bordeaux,Monaco,1,1,0.5,1.8,29557.0,Stade Matmut-Atlantique,Jérémie Pignard,-1.3,0.0,Ligue1
1973,2021-2022,25.0,2022-02-20,20:45,Marseille,Clermont Foot,0,2,1.2,0.8,53840.0,Orange Vélodrome,Willy Delajod,0.3999999999999999,-2.0,Ligue1
1975,2021-2022,26.0,2022-02-25,21:00,Montpellier,Rennes,2,4,1.2,1.9,10000.0,Stade de la Mosson,Amaury Delerue,-0.7,-2.0,Ligue1
1976,2021-2022,26.0,2022-02-26,17:00,Strasbourg,Nice,0,0,0.8,0.2,25150.0,Stade de la Meinau,Stéphanie Frappart,0.6000000000000001,0.0,Ligue1
1977,2021-2022,26.0,2022-02-26,21:00,Paris S-G,Saint-Étienne,3,1,2.1,0.8,45000.0,Parc des Princes,Pierre Gaillouste,1.3,2.0,Ligue1
1978,2021-2022,26.0,2022-02-27,13:00,Monaco,Reims,1,2,1.2,1.4,3982.0,Stade Louis II.,Benoît Millot,-0.19999999999999996,-1.0,Ligue1
1979,2021-2022,26.0,2022-02-27,15:00,Angers,Lens,1,2,0.6,0.6,9499.0,Stade Raymond Kopa,Thomas Léonard,0.0,-1.0,Ligue1
1980,2021-2022,26.0,2022-02-27,15:00,Metz,Nantes,0,0,0.5,0.6,15851.0,Stade Saint-Symphorien,Florent Batta,-0.09999999999999998,0.0,Ligue1
1981,2021-2022,26.0,2022-02-27,15:00,Clermont Foot,Bordeaux,1,1,0.7,0.8,12032.0,Stade Gabriel Montpied,Eric Wattellier,-0.10000000000000009,0.0,Ligue1
1982,2021-2022,26.0,2022-02-27,15:00,Brest,Lorient,0,1,0.2,2.5,14050.0,Stade Francis-Le Blé,Benoît Bastien,-2.3,-1.0,Ligue1
1983,2021-2022,26.0,2022-02-27,17:05,Troyes,Marseille,1,1,1.5,1.2,16871.0,Stade de l'Aube,François Letexier,0.30000000000000004,0.0,Ligue1
1984,2021-2022,26.0,2022-02-27,20:45,Lyon,Lille,0,1,1.4,0.7,42647.0,Groupama Stadium,Clément Turpin,0.7,-1.0,Ligue1
1986,2021-2022,27.0,2022-03-04,21:00,Lorient,Lyon,1,4,1.5,2.1,13497.0,Stade Yves Allainmat - Le Moustoir,Romain Lissorgue,-0.6000000000000001,-3.0,Ligue1
1987,2021-2022,27.0,2022-03-05,17:00,Lens,Brest,0,1,2.0,0.5,36305.0,Stade Bollaert-Delelis,Johan Hamel,1.5,-1.0,Ligue1
1988,2021-2022,27.0,2022-03-05,21:00,Nice,Paris S-G,1,0,0.9,0.4,31949.0,Stade de Nice,Willy Delajod,0.5,1.0,Ligue1
1989,2021-2022,27.0,2022-03-06,13:00,Saint-Étienne,Metz,1,0,1.4,0.5,35706.0,Stade Geoffroy-Guichard,Jeremy Stinat,0.8999999999999999,1.0,Ligue1
1990,2021-2022,27.0,2022-03-06,15:00,Nantes,Montpellier,2,0,1.7,0.2,21589.0,Stade de la Beaujoire - Louis Fonteneau,Hakim Ben El Hadj Salem,1.5,2.0,Ligue1
1991,2021-2022,27.0,2022-03-06,15:00,Reims,Strasbourg,1,1,0.9,0.7,10405.0,Stade Auguste-Delaune II,Jérémie Pignard,0.20000000000000007,0.0,Ligue1
1992,2021-2022,27.0,2022-03-06,15:00,Rennes,Angers,2,0,1.6,0.6,27693.0,Roazhon Park,Benoît Millot,1.0,2.0,Ligue1
1993,2021-2022,27.0,2022-03-06,15:00,Bordeaux,Troyes,0,2,0.7,2.2,20287.0,Stade Matmut-Atlantique,Ruddy Buquet,-1.5000000000000002,-2.0,Ligue1
1994,2021-2022,27.0,2022-03-06,17:05,Lille,Clermont Foot,4,0,2.0,0.9,33515.0,Stade Pierre-Mauroy,Thomas Léonard,1.1,4.0,Ligue1
1995,2021-2022,27.0,2022-03-06,20:45,Marseille,Monaco,0,1,0.7,0.8,56510.0,Orange Vélodrome,Antony Gautier,-0.10000000000000009,-1.0,Ligue1
1997,2021-2022,28.0,2022-03-11,21:00,Lille,Saint-Étienne,0,0,1.0,0.4,40146.0,Stade Pierre-Mauroy,Florent Batta,0.6,0.0,Ligue1
1998,2021-2022,28.0,2022-03-12,17:00,Montpellier,Nice,0,0,2.9,0.8,11658.0,Stade de la Mosson,Clément Turpin,2.0999999999999996,0.0,Ligue1
1999,2021-2022,28.0,2022-03-12,21:00,Troyes,Nantes,1,0,1.6,0.4,7400.0,Stade de l'Aube,Stéphanie Frappart,1.2000000000000002,1.0,Ligue1
2000,2021-2022,28.0,2022-03-13,13:00,Paris S-G,Bordeaux,3,0,1.2,0.8,44000.0,Parc des Princes,François Letexier,0.3999999999999999,3.0,Ligue1
2001,2021-2022,28.0,2022-03-13,15:00,Strasbourg,Monaco,1,0,0.8,0.8,25231.0,Stade de la Meinau,Eric Wattellier,0.0,1.0,Ligue1
2002,2021-2022,28.0,2022-03-13,15:00,Clermont Foot,Lorient,0,2,1.0,1.0,11359.0,Stade Gabriel Montpied,Bastien Dechepy,0.0,-2.0,Ligue1
2003,2021-2022,28.0,2022-03-13,15:00,Metz,Lens,0,0,0.7,0.5,15687.0,Stade Saint-Symphorien,Amaury Delerue,0.19999999999999996,0.0,Ligue1
2004,2021-2022,28.0,2022-03-13,15:00,Angers,Reims,0,1,2.1,1.5,5960.0,Stade Raymond Kopa,Mikael Lesage,0.6000000000000001,-1.0,Ligue1
2005,2021-2022,28.0,2022-03-13,17:05,Lyon,Rennes,2,4,1.3,1.5,46597.0,Groupama Stadium,Antony Gautier,-0.19999999999999996,-2.0,Ligue1
2006,2021-2022,28.0,2022-03-13,20:45,Brest,Marseille,1,4,0.6,2.2,14611.0,Stade Francis-Le Blé,Ruddy Buquet,-1.6,-3.0,Ligue1
2008,2021-2022,29.0,2022-03-18,21:00,Saint-Étienne,Troyes,1,1,1.3,1.0,32193.0,Stade Geoffroy-Guichard,Romain Lissorgue,0.30000000000000004,0.0,Ligue1
2009,2021-2022,29.0,2022-03-19,17:00,Lens,Clermont Foot,3,1,1.2,1.4,36182.0,Stade Bollaert-Delelis,Jeremy Stinat,-0.19999999999999996,2.0,Ligue1
2010,2021-2022,29.0,2022-03-19,21:00,Nantes,Lille,0,1,0.8,1.1,25977.0,Stade de la Beaujoire - Louis Fonteneau,Pierre Gaillouste,-0.30000000000000004,-1.0,Ligue1
