,Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
185,Regular season,17.0,Sun,2021-12-05,20:45,Bordeaux,2.6,2–2,2.3,Lyon,25210.0,Stade Matmut-Atlantique,Jérôme Brisard,Match Report,
186,,,,,,,,,,,,,,,
187,Regular season,18.0,Fri,2021-12-10,21:00,Nantes,1.4,3–2,1.0,Lens,21890.0,Stade de la Beaujoire - Louis Fonteneau,Stéphanie Frappart,Match Report,
188,Regular season,18.0,Sat,2021-12-11,17:00,Brest,0.9,0–4,1.6,Montpellier,13111.0,Stade Francis-Le Blé,Benoît Millot,Match Report,
189,Regular season,18.0,Sat,2021-12-11,21:00,Reims,2.3,2–0,0.1,Saint-Étienne,12019.0,Stade Auguste-Delaune II,Pierre Gaillouste,Match Report,
190,Regular season,18.0,Sun,2021-12-12,13:00,Lille,1.5,0–0,0.4,Lyon,40248.0,Stade Pierre-Mauroy,Amaury Delerue,Match Report,
191,Regular season,18.0,Sun,2021-12-12,15:00,Angers,1.7,0–1,1.7,Clermont Foot,8149.0,Stade Raymond Kopa,Jeremy Stinat,Match Report,
192,Regular season,18.0,Sun,2021-12-12,15:00,Rennes,1.6,1–2,1.4,Nice,27892.0,Roazhon Park,Willy Delajod,Match Report,
193,Regular season,18.0,Sun,2021-12-12,15:00,Troyes,1.5,1–2,1.3,Bordeaux,7950.0,Stade de l'Aube,Romain Lissorgue,Match Report,
194,Regular season,18.0,Sun,2021-12-12,15:00,Metz,1.1,4–1,1.4,Lorient,14037.0,Stade Saint-Symphorien,Eric Wattellier,Match Report,
195,Regular season,18.0,Sun,2021-12-12,17:00,Strasbourg,1.9,0–2,0.7,Marseille,26028.0,Stade de la Meinau,Mikael Lesage,Match Report,
196,Regular season,18.0,Sun,2021-12-12,20:45,Paris S-G,1.6,2–0,0.7,Monaco,41154.0,Parc des Princes,Benoît Bastien,Match Report,
197,,,,,,,,,,,,,,,
198,Regular season,19.0,Wed,2021-12-22,21:00,Lyon,2.3,1–1,0.5,Metz,34867.0,Groupama Stadium,Pierre Gaillouste,Match Report,
199,Regular season,19.0,Wed,2021-12-22,21:00,Saint-Étienne,1.0,0–1,0.9,Nantes,23681.0,Stade Geoffroy-Guichard,Clément Turpin,Match Report,
200,Regular season,19.0,Wed,2021-12-22,21:00,Lorient,1.6,1–1,1.8,Paris S-G,16603.0,Stade Yves Allainmat - Le Moustoir,Jérémie Pignard,Match Report,
201,Regular season,19.0,Wed,2021-12-22,21:00,Nice,0.9,2–1,1.0,Lens,22065.0,Stade de Nice,Jérôme Brisard,Match Report,
202,Regular season,19.0,Wed,2021-12-22,21:00,Monaco,1.8,2–1,1.4,Rennes,5354.0,Stade Louis II.,Ruddy Buquet,Match Report,
203,Regular season,19.0,Wed,2021-12-22,21:00,Marseille,1.4,1–1,0.8,Reims,55908.0,Orange Vélodrome,François Letexier,Match Report,
204,Regular season,19.0,Wed,2021-12-22,21:00,Montpellier,1.1,4–1,0.6,Angers,10990.0,Stade de la Mosson,Hugo Miguel,Match Report,
205,Regular season,19.0,Wed,2021-12-22,21:00,Troyes,1.2,1–1,0.6,Brest,6872.0,Stade de l'Aube,Johan Hamel,Match Report,
206,Regular season,19.0,Wed,2021-12-22,21:00,Bordeaux,1.2,2–3,1.3,Lille,39967.0,Stade Matmut-Atlantique,Mikael Lesage,Match Report,
207,,,,,,,,,,,,,,,
208,Regular season,20.0,Fri,2022-01-07,21:00,Bordeaux,0.5,0–1,2.4,Marseille,,Stade Matmut-Atlantique,Eric Wattellier,Match Report,
209,Regular season,20.0,Sat,2022-01-08,21:00,Lens,0.8,1–0,0.5,Rennes,5000.0,Stade Bollaert-Delelis,Benoît Bastien,Match Report,
210,Regular season,20.0,Sun,2022-01-09,13:00,Brest,1.6,0–3,1.2,Nice,5102.0,Stade Francis-Le Blé,Stéphanie Frappart,Match Report,
211,Regular season,20.0,Sun,2022-01-09,15:00,Metz,0.3,0–2,2.6,Strasbourg,5000.0,Stade Saint-Symphorien,Antony Gautier,Match Report,
212,Regular season,20.0,Sun,2022-01-09,15:00,Clermont Foot,0.9,0–0,0.9,Reims,4923.0,Stade Gabriel Montpied,Romain Lissorgue,Match Report,
213,Regular season,20.0,Sun,2022-01-09,17:05,Nantes,0.4,0–0,0.8,Monaco,4133.0,Stade de la Beaujoire - Louis Fonteneau,Thomas Léonard,Match Report,
214,Regular season,20.0,Sun,2022-01-09,20:45,Lyon,1.0,1–1,1.0,Paris S-G,4977.0,Groupama Stadium,François Letexier,Match Report,
215,,,,,,,,,,,,,,,
216,Regular season,21.0,Fri,2022-01-14,21:00,Nice,1.7,2–1,0.4,Nantes,5000.0,Stade de Nice,Ruddy Buquet,Match Report,
217,Regular season,21.0,Sat,2022-01-15,17:00,Saint-Étienne,1.3,1–2,0.9,Lens,5000.0,Stade Geoffroy-Guichard,François Letexier,Match Report,
218,Regular season,21.0,Sat,2022-01-15,21:00,Paris S-G,2.0,2–0,1.0,Brest,4925.0,Parc des Princes,Mikael Lesage,Match Report,
219,Regular season,21.0,Sun,2022-01-16,13:00,Rennes,3.1,6–0,0.3,Bordeaux,4951.0,Roazhon Park,Bastien Dechepy,Match Report,
220,Regular season,21.0,Sun,2022-01-16,15:00,Reims,0.6,0–1,0.8,Metz,3923.0,Stade Auguste-Delaune II,Jérémie Pignard,Match Report,
221,Regular season,21.0,Sun,2022-01-16,15:00,Monaco,3.6,4–0,0.4,Clermont Foot,2633.0,Stade Louis II.,Jeremy Stinat,Match Report,
222,Regular season,21.0,Sun,2022-01-16,15:00,Lorient,0.5,0–0,0.4,Angers,4387.0,Stade Yves Allainmat - Le Moustoir,Johan Hamel,Match Report,
223,Regular season,21.0,Sun,2022-01-16,15:00,Strasbourg,1.6,3–1,0.6,Montpellier,5217.0,Stade de la Meinau,Pierre Gaillouste,Match Report,
224,Regular season,21.0,Sun,2022-01-16,17:05,Troyes,0.4,0–1,2.8,Lyon,4224.0,Stade de l'Aube,Jérôme Brisard,Match Report,
225,Regular season,21.0,Sun,2022-01-16,20:45,Marseille,1.7,1–1,0.7,Lille,5034.0,Orange Vélodrome,Amaury Delerue,Match Report,
226,,,,,,,,,,,,,,,
227,Regular season,19.0,Wed,2022-01-19,19:00,Clermont Foot,0.6,0–2,1.5,Strasbourg,4219.0,Stade Gabriel Montpied,Bastien Dechepy,Match Report,
228,,,,,,,,,,,,,,,
229,Regular season,20.0,Wed,2022-01-19,19:00,Montpellier,0.9,0–1,0.8,Troyes,4943.0,Stade de la Mosson,Jeremy Stinat,Match Report,
230,Regular season,20.0,Wed,2022-01-19,19:00,Lille,1.7,3–1,1.1,Lorient,4834.0,Stade Pierre-Mauroy,Florent Batta,Match Report,
231,,,,,,,,,,,,,,,
232,Regular season,22.0,Fri,2022-01-21,21:00,Lyon,1.8,1–0,0.3,Saint-Étienne,5000.0,Groupama Stadium,Antony Gautier,Match Report,
233,Regular season,22.0,Sat,2022-01-22,17:00,Brest,1.2,2–0,1.2,Lille,4358.0,Stade Francis-Le Blé,Jérôme Brisard,Match Report,
234,Regular season,22.0,Sat,2022-01-22,21:00,Lens,0.8,0–2,1.3,Marseille,5000.0,Stade Bollaert-Delelis,Stéphanie Frappart,Match Report,
235,Regular season,22.0,Sun,2022-01-23,13:00,Metz,0.4,0–2,1.9,Nice,5000.0,Stade Saint-Symphorien,Amaury Delerue,Match Report,
236,Regular season,22.0,Sun,2022-01-23,15:00,Clermont Foot,1.1,2–1,1.7,Rennes,4535.0,Stade Gabriel Montpied,Thomas Léonard,Match Report,
237,Regular season,22.0,Sun,2022-01-23,15:00,Nantes,0.9,4–2,2.1,Lorient,4275.0,Stade de la Beaujoire - Louis Fonteneau,Pierre Gaillouste,Match Report,
238,Regular season,22.0,Sun,2022-01-23,15:00,Angers,2.4,2–1,1.7,Troyes,5000.0,Stade Raymond Kopa,Romain Lissorgue,Match Report,
239,Regular season,22.0,Sun,2022-01-23,15:00,Bordeaux,1.9,4–3,1.9,Strasbourg,3308.0,Stade Matmut-Atlantique,Mikael Lesage,Match Report,
240,Regular season,22.0,Sun,2022-01-23,17:05,Montpellier,1.7,3–2,1.2,Monaco,5000.0,Stade de la Mosson,Jérémie Pignard,Match Report,
241,Regular season,22.0,Sun,2022-01-23,20:45,Paris S-G,2.3,4–0,0.5,Reims,5000.0,Parc des Princes,Eric Wattellier,Match Report,
242,,,,,,,,,,,,,,,
243,Regular season,20.0,Wed,2022-01-26,19:00,Angers,0.4,0–1,0.4,Saint-Étienne,,Stade Raymond Kopa,Clément Turpin,Match Report,
244,,,,,,,,,,,,,,,
245,Regular season,14.0,Tue,2022-02-01,21:00,Lyon,1.2,2–1,0.4,Marseille,,Groupama Stadium,Benoît Bastien,Match Report,
246,,,,,,,,,,,,,,,
247,Regular season,23.0,Fri,2022-02-04,21:00,Marseille,2.6,5–2,0.4,Angers,60000.0,Orange Vélodrome,Jeremy Stinat,Match Report,
248,Regular season,23.0,Sat,2022-02-05,17:00,Saint-Étienne,2.0,3–1,0.6,Montpellier,20000.0,Stade Geoffroy-Guichard,Thomas Léonard,Match Report,
249,Regular season,23.0,Sat,2022-02-05,21:00,Monaco,2.3,2–0,1.3,Lyon,6550.0,Stade Louis II.,Ruddy Buquet,Match Report,
250,Regular season,23.0,Sun,2022-02-06,13:00,Lorient,1.5,2–0,0.4,Lens,10687.0,Stade Yves Allainmat - Le Moustoir,Romain Lissorgue,Match Report,
251,Regular season,23.0,Sun,2022-02-06,15:00,Reims,2.0,5–0,0.1,Bordeaux,8858.0,Stade Auguste-Delaune II,Antony Gautier,Match Report,
252,Regular season,23.0,Sun,2022-02-06,15:00,Nice,1.0,0–1,1.5,Clermont Foot,18022.0,Stade de Nice,Jérôme Brisard,Match Report,
253,Regular season,23.0,Sun,2022-02-06,15:00,Troyes,0.6,0–0,0.5,Metz,7227.0,Stade de l'Aube,Pierre Gaillouste,Match Report,
254,Regular season,23.0,Sun,2022-02-06,15:00,Strasbourg,1.4,1–0,0.4,Nantes,22240.0,Stade de la Meinau,Amaury Delerue,Match Report,
255,Regular season,23.0,Sun,2022-02-06,17:00,Rennes,2.1,2–0,0.4,Brest,25409.0,Roazhon Park,Johan Hamel,Match Report,
256,Regular season,23.0,Sun,2022-02-06,20:45,Lille,1.0,1–5,3.9,Paris S-G,48437.0,Stade Pierre-Mauroy,François Letexier,Match Report,
257,,,,,,,,,,,,,,,
258,Regular season,24.0,Fri,2022-02-11,21:00,Paris S-G,0.9,1–0,0.8,Rennes,47000.0,Parc des Princes,Benoît Bastien,Match Report,
259,Regular season,24.0,Sat,2022-02-12,17:00,Montpellier,1.0,0–1,1.3,Lille,11784.0,Stade de la Mosson,Stéphanie Frappart,Match Report,
260,Regular season,24.0,Sat,2022-02-12,21:00,Lyon,2.4,2–0,0.1,Nice,41974.0,Groupama Stadium,Benoît Millot,Match Report,
261,Regular season,24.0,Sun,2022-02-13,13:00,Monaco,1.2,0–0,0.1,Lorient,3963.0,Stade Louis II.,Bastien Dechepy,Match Report,
262,Regular season,24.0,Sun,2022-02-13,15:00,Angers,0.5,0–1,0.3,Strasbourg,6521.0,Stade Raymond Kopa,Pierre Gaillouste,Match Report,
263,Regular season,24.0,Sun,2022-02-13,15:00,Brest,2.7,5–1,0.5,Troyes,10600.0,Stade Francis-Le Blé,Florent Batta,Match Report,
264,Regular season,24.0,Sun,2022-02-13,15:00,Nantes,0.5,1–0,0.4,Reims,14304.0,Stade de la Beaujoire - Louis Fonteneau,Johan Hamel,Match Report,
265,Regular season,24.0,Sun,2022-02-13,15:00,Clermont Foot,0.9,1–2,0.7,Saint-Étienne,12131.0,Stade Gabriel Montpied,Ruddy Buquet,Match Report,
266,Regular season,24.0,Sun,2022-02-13,17:05,Lens,2.1,3–2,0.9,Bordeaux,32662.0,Stade Bollaert-Delelis,François Letexier,Match Report,
267,Regular season,24.0,Sun,2022-02-13,20:45,Metz,0.9,1–2,1.2,Marseille,25482.0,Stade Saint-Symphorien,Eric Wattellier,Match Report,
268,,,,,,,,,,,,,,,
269,Regular season,25.0,Fri,2022-02-18,21:00,Lille,1.1,0–0,0.4,Metz,30384.0,Stade Pierre-Mauroy,Bastien Dechepy,Match Report,
270,Regular season,25.0,Sat,2022-02-19,17:00,Lens,1.2,1–1,1.4,Lyon,36624.0,Stade Bollaert-Delelis,Jérôme Brisard,Match Report,
271,Regular season,25.0,Sat,2022-02-19,21:00,Nantes,2.4,3–1,3.4,Paris S-G,35500.0,Stade de la Beaujoire - Louis Fonteneau,Mikael Lesage,Match Report,
272,Regular season,25.0,Sun,2022-02-20,13:00,Nice,0.8,1–0,0.8,Angers,18257.0,Stade de Nice,Romain Lissorgue,Match Report,
273,Regular season,25.0,Sun,2022-02-20,15:00,Saint-Étienne,1.1,2–2,0.8,Strasbourg,24897.0,Stade Geoffroy-Guichard,Antony Gautier,Match Report,
274,Regular season,25.0,Sun,2022-02-20,15:00,Reims,0.7,1–1,1.7,Brest,9307.0,Stade Auguste-Delaune II,Hakim Ben El Hadj Salem,Match Report,
275,Regular season,25.0,Sun,2022-02-20,15:00,Rennes,2.8,4–1,0.6,Troyes,22967.0,Roazhon Park,Clément Turpin,Match Report,
276,Regular season,25.0,Sun,2022-02-20,15:00,Lorient,0.8,0–1,0.4,Montpellier,10135.0,Stade Yves Allainmat - Le Moustoir,Jeremy Stinat,Match Report,
277,Regular season,25.0,Sun,2022-02-20,17:05,Bordeaux,0.5,1–1,1.8,Monaco,29557.0,Stade Matmut-Atlantique,Jérémie Pignard,Match Report,
278,Regular season,25.0,Sun,2022-02-20,20:45,Marseille,1.2,0–2,0.8,Clermont Foot,53840.0,Orange Vélodrome,Willy Delajod,Match Report,
279,,,,,,,,,,,,,,,
280,Regular season,26.0,Fri,2022-02-25,21:00,Montpellier,1.2,2–4,1.9,Rennes,10000.0,Stade de la Mosson,Amaury Delerue,Match Report,
281,Regular season,26.0,Sat,2022-02-26,17:00,Strasbourg,0.8,0–0,0.2,Nice,25150.0,Stade de la Meinau,Stéphanie Frappart,Match Report,
282,Regular season,26.0,Sat,2022-02-26,21:00,Paris S-G,2.1,3–1,0.8,Saint-Étienne,45000.0,Parc des Princes,Pierre Gaillouste,Match Report,
283,Regular season,26.0,Sun,2022-02-27,13:00,Monaco,1.2,1–2,1.4,Reims,3982.0,Stade Louis II.,Benoît Millot,Match Report,
284,Regular season,26.0,Sun,2022-02-27,15:00,Angers,0.6,1–2,0.6,Lens,9499.0,Stade Raymond Kopa,Thomas Léonard,Match Report,
285,Regular season,26.0,Sun,2022-02-27,15:00,Metz,0.5,0–0,0.6,Nantes,15851.0,Stade Saint-Symphorien,Florent Batta,Match Report,
286,Regular season,26.0,Sun,2022-02-27,15:00,Clermont Foot,0.7,1–1,0.8,Bordeaux,12032.0,Stade Gabriel Montpied,Eric Wattellier,Match Report,
287,Regular season,26.0,Sun,2022-02-27,15:00,Brest,0.2,0–1,2.5,Lorient,14050.0,Stade Francis-Le Blé,Benoît Bastien,Match Report,
288,Regular season,26.0,Sun,2022-02-27,17:05,Troyes,1.5,1–1,1.2,Marseille,16871.0,Stade de l'Aube,François Letexier,Match Report,
289,Regular season,26.0,Sun,2022-02-27,20:45,Lyon,1.4,0–1,0.7,Lille,42647.0,Groupama Stadium,Clément Turpin,Match Report,
290,,,,,,,,,,,,,,,
291,Regular season,27.0,Fri,2022-03-04,21:00,Lorient,1.5,1–4,2.1,Lyon,13497.0,Stade Yves Allainmat - Le Moustoir,Romain Lissorgue,Match Report,
292,Regular season,27.0,Sat,2022-03-05,17:00,Lens,2.0,0–1,0.5,Brest,36305.0,Stade Bollaert-Delelis,Johan Hamel,Match Report,
293,Regular season,27.0,Sat,2022-03-05,21:00,Nice,0.9,1–0,0.4,Paris S-G,31949.0,Stade de Nice,Willy Delajod,Match Report,
294,Regular season,27.0,Sun,2022-03-06,13:00,Saint-Étienne,1.4,1–0,0.5,Metz,35706.0,Stade Geoffroy-Guichard,Jeremy Stinat,Match Report,
295,Regular season,27.0,Sun,2022-03-06,15:00,Nantes,1.7,2–0,0.2,Montpellier,21589.0,Stade de la Beaujoire - Louis Fonteneau,Hakim Ben El Hadj Salem,Match Report,
296,Regular season,27.0,Sun,2022-03-06,15:00,Reims,0.9,1–1,0.7,Strasbourg,10405.0,Stade Auguste-Delaune II,Jérémie Pignard,Match Report,
297,Regular season,27.0,Sun,2022-03-06,15:00,Rennes,1.6,2–0,0.6,Angers,27693.0,Roazhon Park,Benoît Millot,Match Report,
298,Regular season,27.0,Sun,2022-03-06,15:00,Bordeaux,0.7,0–2,2.2,Troyes,20287.0,Stade Matmut-Atlantique,Ruddy Buquet,Match Report,
299,Regular season,27.0,Sun,2022-03-06,17:05,Lille,2.0,4–0,0.9,Clermont Foot,33515.0,Stade Pierre-Mauroy,Thomas Léonard,Match Report,
300,Regular season,27.0,Sun,2022-03-06,20:45,Marseille,0.7,0–1,0.8,Monaco,56510.0,Orange Vélodrome,Antony Gautier,Match Report,
301,,,,,,,,,,,,,,,
302,Regular season,28.0,Fri,2022-03-11,21:00,Lille,1.0,0–0,0.4,Saint-Étienne,40146.0,Stade Pierre-Mauroy,Florent Batta,Match Report,
303,Regular season,28.0,Sat,2022-03-12,17:00,Montpellier,2.9,0–0,0.8,Nice,11658.0,Stade de la Mosson,Clément Turpin,Match Report,
304,Regular season,28.0,Sat,2022-03-12,21:00,Troyes,1.6,1–0,0.4,Nantes,7400.0,Stade de l'Aube,Stéphanie Frappart,Match Report,
305,Regular season,28.0,Sun,2022-03-13,13:00,Paris S-G,1.2,3–0,0.8,Bordeaux,44000.0,Parc des Princes,François Letexier,Match Report,
306,Regular season,28.0,Sun,2022-03-13,15:00,Strasbourg,0.8,1–0,0.8,Monaco,25231.0,Stade de la Meinau,Eric Wattellier,Match Report,
307,Regular season,28.0,Sun,2022-03-13,15:00,Clermont Foot,1.0,0–2,1.0,Lorient,11359.0,Stade Gabriel Montpied,Bastien Dechepy,Match Report,
308,Regular season,28.0,Sun,2022-03-13,15:00,Metz,0.7,0–0,0.5,Lens,15687.0,Stade Saint-Symphorien,Amaury Delerue,Match Report,
309,Regular season,28.0,Sun,2022-03-13,15:00,Angers,2.1,0–1,1.5,Reims,5960.0,Stade Raymond Kopa,Mikael Lesage,Match Report,
310,Regular season,28.0,Sun,2022-03-13,17:05,Lyon,1.3,2–4,1.5,Rennes,46597.0,Groupama Stadium,Antony Gautier,Match Report,
311,Regular season,28.0,Sun,2022-03-13,20:45,Brest,0.6,1–4,2.2,Marseille,14611.0,Stade Francis-Le Blé,Ruddy Buquet,Match Report,
312,,,,,,,,,,,,,,,
313,Regular season,29.0,Fri,2022-03-18,21:00,Saint-Étienne,1.3,1–1,1.0,Troyes,32193.0,Stade Geoffroy-Guichard,Romain Lissorgue,Match Report,
314,Regular season,29.0,Sat,2022-03-19,17:00,Lens,1.2,3–1,1.4,Clermont Foot,36182.0,Stade Bollaert-Delelis,Jeremy Stinat,Match Report,
315,Regular season,29.0,Sat,2022-03-19,21:00,Nantes,0.8,0–1,1.1,Lille,25977.0,Stade de la Beaujoire - Louis Fonteneau,Pierre Gaillouste,Match Report,
316,Regular season,29.0,Sun,2022-03-20,13:00,Monaco,1.9,3–0,1.0,Paris S-G,16642.0,Stade Louis II.,Benoît Bastien,Match Report,
317,Regular season,29.0,Sun,2022-03-20,15:00,Angers,1.8,1–0,1.2,Brest,7734.0,Stade Raymond Kopa,Jérémie Pignard,Match Report,
318,Regular season,29.0,Sun,2022-03-20,15:00,Rennes,3.5,6–1,0.7,Metz,27966.0,Roazhon Park,Willy Delajod,Match Report,
319,Regular season,29.0,Sun,2022-03-20,15:00,Bordeaux,3.5,0–2,0.4,Montpellier,15000.0,Stade Matmut-Atlantique,Thomas Léonard,Match Report,
320,Regular season,29.0,Sun,2022-03-20,15:00,Lorient,0.3,0–0,1.1,Strasbourg,9806.0,Stade Yves Allainmat - Le Moustoir,Benoît Millot,Match Report,
321,Regular season,29.0,Sun,2022-03-20,17:05,Reims,0.5,0–0,1.5,Lyon,14091.0,Stade Auguste-Delaune II,Johan Hamel,Match Report,
322,Regular season,29.0,Sun,2022-03-20,20:45,Marseille,1.5,2–1,1.4,Nice,64722.0,Orange Vélodrome,Jérôme Brisard,Match Report,
323,,,,,,,,,,,,,,,
324,Regular season,30.0,Sat,2022-04-02,17:00,Nice,0.8,1–1,1.1,Rennes,24086.0,Stade de Nice,Benoît Bastien,Match Report,
325,Regular season,30.0,Sat,2022-04-02,19:00,Lille,2.7,0–0,0.0,Bordeaux,36351.0,Stade Pierre-Mauroy,Bastien Dechepy,Match Report,
326,Regular season,30.0,Sun,2022-04-03,13:00,Strasbourg,2.5,1–0,0.9,Lens,26005.0,Stade de la Meinau,François Letexier,Match Report,
327,Regular season,30.0,Sun,2022-04-03,15:00,Metz,0.9,1–2,1.5,Monaco,19812.0,Stade Saint-Symphorien,Jérôme Brisard,Match Report,
328,Regular season,30.0,Sun,2022-04-03,15:00,Saint-Étienne,0.2,2–4,3.9,Marseille,41278.0,Stade Geoffroy-Guichard,Clément Turpin,Match Report,
329,Regular season,30.0,Sun,2022-04-03,15:00,Troyes,1.1,1–0,0.6,Reims,9482.0,Stade de l'Aube,Ruddy Buquet,Match Report,
330,Regular season,30.0,Sun,2022-04-03,15:00,Montpellier,1.4,1–2,0.7,Brest,10929.0,Stade de la Mosson,Florent Batta,Match Report,
331,Regular season,30.0,Sun,2022-04-03,15:00,Clermont Foot,0.9,2–3,2.0,Nantes,11785.0,Stade Gabriel Montpied,Mikael Lesage,Match Report,
332,Regular season,30.0,Sun,2022-04-03,17:05,Lyon,1.7,3–2,1.8,Angers,34376.0,Groupama Stadium,Eric Wattellier,Match Report,
333,Regular season,30.0,Sun,2022-04-03,20:45,Paris S-G,1.9,5–1,0.6,Lorient,40000.0,Parc des Princes,Hakim Ben El Hadj Salem,Match Report,
334,,,,,,,,,,,,,,,
335,Regular season,31.0,Fri,2022-04-08,21:00,Lorient,3.7,6–2,0.9,Saint-Étienne,15407.0,Stade Yves Allainmat - Le Moustoir,Ruddy Buquet,Match Report,
336,Regular season,31.0,Sat,2022-04-09,17:00,Reims,2.6,2–3,1.5,Rennes,10243.0,Stade Auguste-Delaune II,Romain Lissorgue,Match Report,
337,Regular season,31.0,Sat,2022-04-09,21:00,Clermont Foot,1.4,1–6,3.7,Paris S-G,12264.0,Stade Gabriel Montpied,Eric Wattellier,Match Report,
338,Regular season,31.0,Sun,2022-04-10,13:00,Bordeaux,2.0,3–1,0.5,Metz,21652.0,Stade Matmut-Atlantique,Jérémie Pignard,Match Report,
339,Regular season,31.0,Sun,2022-04-10,15:00,Monaco,0.4,2–1,1.0,Troyes,4786.0,Stade Louis II.,Mikael Lesage,Match Report,
340,Regular season,31.0,Sun,2022-04-10,15:00,Angers,0.5,1–1,1.2,Lille,9286.0,Stade Raymond Kopa,Thomas Léonard,Match Report,
341,Regular season,31.0,Sun,2022-04-10,15:00,Brest,1.1,1–1,0.7,Nantes,13145.0,Stade Francis-Le Blé,Johan Hamel,Match Report,
342,Regular season,31.0,Sun,2022-04-10,17:05,Lens,0.9,3–0,1.4,Nice,36668.0,Stade Bollaert-Delelis,Willy Delajod,Match Report,
343,Regular season,31.0,Sun,2022-04-10,19:00,Strasbourg,1.0,1–1,1.5,Lyon,26073.0,Stade de la Meinau,Clément Turpin,Match Report,
344,Regular season,31.0,Sun,2022-04-10,21:00,Marseille,3.4,2–0,0.4,Montpellier,51131.0,Orange Vélodrome,Jeremy Stinat,Match Report,
345,,,,,,,,,,,,,,,
346,Regular season,32.0,Fri,2022-04-15,21:00,Rennes,2.2,2–3,2.7,Monaco,28336.0,Roazhon Park,Stéphanie Frappart,Match Report,
347,Regular season,32.0,Sat,2022-04-16,17:00,Saint-Étienne,1.0,2–1,0.4,Brest,27227.0,Stade Geoffroy-Guichard,Eric Wattellier,Match Report,
348,Regular season,32.0,Sat,2022-04-16,21:00,Lille,0.8,1–2,1.2,Lens,48169.0,Stade Pierre-Mauroy,Jérôme Brisard,Match Report,
349,Regular season,32.0,Sun,2022-04-17,13:00,Nice,2.2,2–1,0.2,Lorient,17212.0,Stade de Nice,Amaury Delerue,Match Report,
350,Regular season,32.0,Sun,2022-04-17,15:00,Nantes,2.9,1–1,0.8,Angers,25102.0,Stade de la Beaujoire - Louis Fonteneau,Bastien Dechepy,Match Report,
351,Regular season,32.0,Sun,2022-04-17,15:00,Metz,0.3,1–1,2.4,Clermont Foot,14335.0,Stade Saint-Symphorien,Pierre Gaillouste,Match Report,
352,Regular season,32.0,Sun,2022-04-17,15:00,Montpellier,1.5,0–0,1.0,Reims,10170.0,Stade de la Mosson,Antony Gautier,Match Report,
353,Regular season,32.0,Sun,2022-04-17,15:00,Troyes,1.7,1–1,1.7,Strasbourg,10000.0,Stade de l'Aube,Benoît Millot,Match Report,
354,Regular season,32.0,Sun,2022-04-17,17:05,Lyon,1.7,6–1,2.2,Bordeaux,38713.0,Groupama Stadium,Florent Batta,Match Report,
355,Regular season,32.0,Sun,2022-04-17,20:45,Paris S-G,1.5,2–1,0.9,Marseille,46000.0,Parc des Princes,François Letexier,Match Report,
356,,,,,,,,,,,,,,,
357,Regular season,33.0,Wed,2022-04-20,19:00,Reims,1.0,2–1,1.2,Lille,10910.0,Stade Auguste-Delaune II,Hakim Ben El Hadj Salem,Match Report,
358,Regular season,33.0,Wed,2022-04-20,19:00,Monaco,1.7,1–0,0.7,Nice,10247.0,Stade Louis II.,Benoît Millot,Match Report,
359,Regular season,33.0,Wed,2022-04-20,19:00,Bordeaux,0.9,2–2,0.9,Saint-Étienne,38515.0,Stade Matmut-Atlantique,Benoît Bastien,Match Report,
360,Regular season,33.0,Wed,2022-04-20,19:00,Lorient,1.8,1–0,1.4,Metz,13544.0,Stade Yves Allainmat - Le Moustoir,Mikael Lesage,Match Report,
361,Regular season,33.0,Wed,2022-04-20,19:00,Troyes,1.1,0–1,0.2,Clermont Foot,7800.0,Stade de l'Aube,Jérémie Pignard,Match Report,
362,Regular season,33.0,Wed,2022-04-20,21:00,Angers,0.8,0–3,1.7,Paris S-G,13000.0,Stade Raymond Kopa,Johan Hamel,Match Report,
363,Regular season,33.0,Wed,2022-04-20,21:00,Strasbourg,2.4,2–1,0.7,Rennes,25148.0,Stade de la Meinau,Willy Delajod,Match Report,
364,Regular season,33.0,Wed,2022-04-20,21:00,Lens,1.4,2–0,0.7,Montpellier,36250.0,Stade Bollaert-Delelis,Romain Lissorgue,Match Report,
365,Regular season,33.0,Wed,2022-04-20,21:00,Brest,1.2,2–1,2.7,Lyon,14028.0,Stade Francis-Le Blé,Jeremy Stinat,Match Report,
366,Regular season,33.0,Wed,2022-04-20,21:00,Marseille,3.3,3–2,0.6,Nantes,55890.0,Orange Vélodrome,Ruddy Buquet,Match Report,
367,,,,,,,,,,,,,,,
368,Regular season,34.0,Sat,2022-04-23,17:00,Lyon,3.6,5–2,2.0,Montpellier,46608.0,Groupama Stadium,François Letexier,Match Report,
369,Regular season,34.0,Sat,2022-04-23,19:00,Saint-Étienne,1.1,1–4,3.3,Monaco,30018.0,Stade Geoffroy-Guichard,Bastien Dechepy,Match Report,
370,Regular season,34.0,Sat,2022-04-23,21:00,Paris S-G,2.0,1–1,0.8,Lens,47000.0,Parc des Princes,Amaury Delerue,Match Report,
371,Regular season,34.0,Sun,2022-04-24,13:00,Rennes,1.6,5–0,0.6,Lorient,28324.0,Roazhon Park,Benoît Millot,Match Report,
372,Regular season,34.0,Sun,2022-04-24,15:00,Metz,0.4,0–1,1.7,Brest,19874.0,Stade Saint-Symphorien,Florent Batta,Match Report,
