,Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
394,Regular season,36.0,Sat,2021-05-08,17:00,Lyon,4.3,4–1,0.6,Lorient,,Groupama Stadium,Mikael Lesage,Match Report,
395,Regular season,36.0,Sun,2021-05-09,13:00,Saint-Étienne,1.4,1–0,1.6,Marseille,,Stade Geoffroy-Guichard,Johan Hamel,Match Report,
396,Regular season,36.0,Sun,2021-05-09,15:00,Nice,2.9,3–2,0.9,Brest,,Stade de Nice,Thomas Léonard,Match Report,
397,Regular season,36.0,Sun,2021-05-09,15:00,Angers,1.9,3–0,0.3,Dijon,,Stade Raymond Kopa,Jérôme Brisard,Match Report,
398,Regular season,36.0,Sun,2021-05-09,15:00,Strasbourg,1.8,2–3,0.7,Montpellier,,Stade de la Meinau,Jérôme Miguelgorry,Match Report,
399,Regular season,36.0,Sun,2021-05-09,15:00,Metz,0.7,0–3,1.9,Nîmes,,Stade Saint-Symphorien,François Letexier,Match Report,
400,Regular season,36.0,Sun,2021-05-09,17:05,Reims,0.4,0–1,0.9,Monaco,,Stade Auguste-Delaune II,Antony Gautier,Match Report,
401,Regular season,36.0,Sun,2021-05-09,21:00,Rennes,1.0,1–1,1.6,Paris S-G,,Roazhon Park,Ruddy Buquet,Match Report,
402,,,,,,,,,,,,,,,
403,Regular season,37.0,Sun,2021-05-16,21:00,Montpellier,0.6,0–0,1.5,Brest,,Stade de la Mosson,Aurélien Petit,Match Report,
404,Regular season,37.0,Sun,2021-05-16,21:00,Monaco,1.4,2–1,0.4,Rennes,,Stade Louis II.,Benoît Bastien,Match Report,
405,Regular season,37.0,Sun,2021-05-16,21:00,Dijon,1.1,0–4,1.9,Nantes,,Stade Gaston Gérard,Karim Abed,Match Report,
406,Regular season,37.0,Sun,2021-05-16,21:00,Nice,0.9,0–2,1.9,Strasbourg,,Stade de Nice,Mikael Lesage,Match Report,
407,Regular season,37.0,Sun,2021-05-16,21:00,Lorient,1.4,2–1,0.1,Metz,,Stade Yves Allainmat - Le Moustoir,Florent Batta,Match Report,
408,Regular season,37.0,Sun,2021-05-16,21:00,Bordeaux,2.5,3–0,1.3,Lens,,Stade Matmut-Atlantique,Eric Wattellier,Match Report,
409,Regular season,37.0,Sun,2021-05-16,21:00,Paris S-G,3.6,4–0,0.1,Reims,,Parc des Princes,Clément Turpin,Match Report,
410,Regular season,37.0,Sun,2021-05-16,21:00,Nîmes,1.0,2–5,2.4,Lyon,,Stade des Costières,Ruddy Buquet,Match Report,
411,Regular season,37.0,Sun,2021-05-16,21:00,Lille,1.0,0–0,0.4,Saint-Étienne,,Stade Pierre-Mauroy,Jérôme Brisard,Match Report,
412,Regular season,37.0,Sun,2021-05-16,21:00,Marseille,2.4,3–2,1.7,Angers,,Orange Vélodrome,Franck Schneider,Match Report,
413,,,,,,,,,,,,,,,
414,Regular season,38.0,Sun,2021-05-23,21:00,Reims,1.0,1–2,1.1,Bordeaux,,Stade Auguste-Delaune II,Jérôme Brisard,Match Report,
415,Regular season,38.0,Sun,2021-05-23,21:00,Nantes,1.8,1–2,1.1,Montpellier,,Stade de la Beaujoire - Louis Fonteneau,Ruddy Buquet,Match Report,
416,Regular season,38.0,Sun,2021-05-23,21:00,Angers,0.6,1–2,1.6,Lille,,Stade Raymond Kopa,Benoît Bastien,Match Report,
417,Regular season,38.0,Sun,2021-05-23,21:00,Strasbourg,0.3,1–1,0.4,Lorient,,Stade de la Meinau,Stéphanie Frappart,Match Report,
418,Regular season,38.0,Sun,2021-05-23,21:00,Metz,1.1,1–1,1.3,Marseille,,Stade Saint-Symphorien,Hakim Ben El Hadj Salem,Match Report,
419,Regular season,38.0,Sun,2021-05-23,21:00,Rennes,1.2,2–0,0.6,Nîmes,,Roazhon Park,Willy Delajod,Match Report,
420,Regular season,38.0,Sun,2021-05-23,21:00,Saint-Étienne,1.4,0–1,1.3,Dijon,,Stade Geoffroy-Guichard,Antony Gautier,Match Report,
421,Regular season,38.0,Sun,2021-05-23,21:00,Lyon,1.4,2–3,1.6,Nice,,Groupama Stadium,Benoît Millot,Match Report,
422,Regular season,38.0,Sun,2021-05-23,21:00,Lens,0.2,0–0,1.5,Monaco,,Stade Bollaert-Delelis,Jérémie Pignard,Match Report,
423,Regular season,38.0,Sun,2021-05-23,21:00,Brest,1.4,0–2,2.4,Paris S-G,,Stade Francis-Le Blé,Mikael Lesage,Match Report,
424,,,,,,,,,,,,,,,
425,French 1/2 Relegation/Promotion Playoff,,Thu,2021-05-27,20:45,Toulouse,,1–2,,Nantes,,Stadium Municipal,,Match Report,Leg 1 of 2
426,French 1/2 Relegation/Promotion Playoff,,Sun,2021-05-30,18:00,Nantes,,0–1,,Toulouse,,Stade de la Beaujoire - Louis Fonteneau,,Match Report,Leg 2 of 2; Nantes won
