,Season,Round,Wk,Date,Time,Home,Away,Home Score,Away Score,xG Home,xG Away,xG Diff,Actual Diff,Attendance,Venue,Referee,League
352,2019-2020,Round of 16,,2020-02-25,20:00,Chelsea,Bayern Munich,0.0,3.0,1.1,3.4,-2.3,-3.0,36761.0,Stamford Bridge,Clément Turpin,UEFA
353,2019-2020,Round of 16,,2020-02-25,21:00,Napoli,Barcelona,1.0,1.0,0.7,1.6,-0.9000000000000001,0.0,44388.0,Stadio San Paolo,Felix Brych,UEFA
354,2019-2020,Round of 16,,2020-02-26,21:00,Real Madrid,Manchester City,1.0,2.0,1.2,3.2,-2.0,-1.0,75615.0,Estadio Santiago Bernabéu,Daniele Orsato,UEFA
355,2019-2020,Round of 16,,2020-02-26,21:00,Lyon,Juventus,1.0,0.0,1.1,1.1,0.0,1.0,57335.0,Groupama Stadium,Jesús Gil,UEFA
356,2019-2020,Round of 16,,2020-03-10,21:00,Valencia,Atalanta,3.0,4.0,2.2,2.7,-0.5,-1.0,,Estadio de Mestalla,Ovidiu Hațegan,UEFA
357,2019-2020,Round of 16,,2020-03-10,21:00,RB Leipzig,Tottenham,3.0,0.0,0.9,0.3,0.6000000000000001,3.0,42146.0,Red Bull Arena,Carlos del Cerro,UEFA
358,2019-2020,Round of 16,,2020-03-11,20:00,Liverpool,Atlético Madrid,2.0,3.0,3.4,1.1,2.3,-1.0,52267.0,Anfield,Danny Makkelie,UEFA
359,2019-2020,Round of 16,,2020-03-11,21:00,Paris S-G,Dortmund,2.0,0.0,1.2,0.5,0.7,2.0,,Parc des Princes,Anthony Taylor,UEFA
360,2019-2020,Round of 16,,2020-08-07,20:00,Manchester City,Real Madrid,2.0,1.0,2.1,0.8,1.3,1.0,,Etihad Stadium,Felix Brych,UEFA
361,2019-2020,Round of 16,,2020-08-07,21:00,Juventus,Lyon,2.0,1.0,2.6,1.0,1.6,1.0,,Allianz Stadium,Felix Zwayer,UEFA
362,2019-2020,Round of 16,,2020-08-08,21:00,Barcelona,Napoli,3.0,1.0,1.1,2.2,-1.1,2.0,,Camp Nou,Cüneyt Çakιr,UEFA
363,2019-2020,Round of 16,,2020-08-08,21:00,Bayern Munich,Chelsea,4.0,1.0,2.9,1.0,1.9,3.0,,Allianz Arena,Ovidiu Hațegan,UEFA
364,2019-2020,Quarter-finals,,2020-08-12,21:00,Atalanta,Paris S-G,1.0,2.0,0.5,2.8,-2.3,-1.0,,Estádio do Sport Lisboa e Benfica (Neutral Site),Anthony Taylor,UEFA
365,2019-2020,Quarter-finals,,2020-08-13,21:00,RB Leipzig,Atlético Madrid,2.0,1.0,0.9,1.1,-0.20000000000000007,1.0,,Estádio José Alvalade (Neutral Site),Szymon Marciniak,UEFA
366,2019-2020,Quarter-finals,,2020-08-14,20:00,Barcelona,Bayern Munich,2.0,8.0,1.1,5.3,-4.199999999999999,-6.0,,Estádio do Sport Lisboa e Benfica (Neutral Site),Damir Skomina,UEFA
367,2019-2020,Quarter-finals,,2020-08-15,20:00,Manchester City,Lyon,1.0,3.0,2.5,1.0,1.5,-2.0,,Estádio José Alvalade (Neutral Site),Danny Makkelie,UEFA
368,2019-2020,Semi-finals,,2020-08-18,20:00,RB Leipzig,Paris S-G,0.0,3.0,1.0,3.2,-2.2,-3.0,,Estádio do Sport Lisboa e Benfica,Björn Kuipers,UEFA
369,2019-2020,Semi-finals,,2020-08-19,20:00,Lyon,Bayern Munich,0.0,3.0,1.8,3.2,-1.4000000000000001,-3.0,,Estádio José Alvalade,Antonio Matéu Lahoz,UEFA
370,2019-2020,Final,,2020-08-23,20:00,Paris S-G,Bayern Munich,0.0,1.0,1.1,1.5,-0.3999999999999999,-1.0,,Estádio do Sport Lisboa e Benfica,Daniele Orsato,UEFA
371,2020-2021,Group stage,1,2020-10-20,19:55,Zenit,Club Brugge,1.0,2.0,2.2,2.0,0.20000000000000018,-1.0,16682.0,Gazprom Arena,Benoît Bastien,UEFA
372,2020-2021,Group stage,1,2020-10-20,19:55,Dynamo Kyiv,Juventus,0.0,2.0,0.5,2.0,-1.5,-2.0,14850.0,NSK Olimpijs'kyj,Ovidiu Hațegan,UEFA
373,2020-2021,Group stage,1,2020-10-20,20:00,Chelsea,Sevilla,0.0,0.0,0.4,0.2,0.2,0.0,,Stamford Bridge,Davide Massa,UEFA
374,2020-2021,Group stage,1,2020-10-20,21:00,Barcelona,Ferencváros,5.0,1.0,2.8,1.3,1.4999999999999998,4.0,,Camp Nou,Sandro Schärer,UEFA
375,2020-2021,Group stage,1,2020-10-20,21:00,RB Leipzig,Başakşehir,2.0,0.0,1.0,0.6,0.4,2.0,999.0,Red Bull Arena,Jesús Gil,UEFA
376,2020-2021,Group stage,1,2020-10-20,21:00,Rennes,Krasnodar,1.0,1.0,2.7,1.4,1.3000000000000003,0.0,4973.0,Roazhon Park,Anastasios Sidiropoulos,UEFA
377,2020-2021,Group stage,1,2020-10-20,21:00,Paris S-G,Manchester Utd,1.0,2.0,1.4,1.4,0.0,-1.0,,Parc des Princes,Antonio Matéu Lahoz,UEFA
378,2020-2021,Group stage,1,2020-10-20,21:00,Lazio,Dortmund,3.0,1.0,1.7,1.3,0.3999999999999999,2.0,1000.0,Stadio Olimpico,Clément Turpin,UEFA
379,2020-2021,Group stage,1,2020-10-21,18:55,Real Madrid,Shakhtar,2.0,3.0,1.0,1.7,-0.7,-1.0,,Estadio Alfredo Di Stéfano,Srđan Jovanović,UEFA
380,2020-2021,Group stage,1,2020-10-21,18:55,RB Salzburg,Loko Moscow,2.0,2.0,1.1,0.8,0.30000000000000004,0.0,3000.0,Red Bull Arena,Serdar Gözübüyük,UEFA
381,2020-2021,Group stage,1,2020-10-21,20:00,Manchester City,Porto,3.0,1.0,1.5,0.2,1.3,2.0,,Etihad Stadium,Andris Treimanis,UEFA
382,2020-2021,Group stage,1,2020-10-21,21:00,Bayern Munich,Atlético Madrid,4.0,0.0,2.6,0.4,2.2,4.0,,Allianz Arena,Michael Oliver,UEFA
383,2020-2021,Group stage,1,2020-10-21,21:00,Inter,M'Gladbach,2.0,2.0,2.8,1.4,1.4,0.0,1000.0,Stadio Giuseppe Meazza,Björn Kuipers,UEFA
384,2020-2021,Group stage,1,2020-10-21,21:00,Ajax,Liverpool,0.0,1.0,1.4,1.1,0.2999999999999998,-1.0,,Johan Cruyff ArenA,Felix Brych,UEFA
385,2020-2021,Group stage,1,2020-10-21,21:00,Midtjylland,Atalanta,0.0,4.0,0.8,2.5,-1.7,-4.0,132.0,MCH Arena,Artur Soares Dias,UEFA
386,2020-2021,Group stage,1,2020-10-21,22:00,Olympiacos,Marseille,1.0,0.0,1.0,0.9,0.09999999999999998,1.0,,Stadio Georgios Karaiskáki,Daniele Orsato,UEFA
387,2020-2021,Group stage,2,2020-10-27,19:55,Shakhtar,Inter,0.0,0.0,0.1,1.7,-1.5999999999999999,0.0,10178.0,Oblasny SportKomplex Metalist,Georgi Kabakov,UEFA
388,2020-2021,Group stage,2,2020-10-27,20:00,Liverpool,Midtjylland,2.0,0.0,2.2,1.2,1.0000000000000002,2.0,,Anfield,Paweł Raczkowski,UEFA
389,2020-2021,Group stage,2,2020-10-27,20:00,Porto,Olympiacos,2.0,0.0,1.4,1.0,0.3999999999999999,2.0,2450.0,Estádio Do Dragão,Daniel Siebert,UEFA
390,2020-2021,Group stage,2,2020-10-27,20:55,Loko Moscow,Bayern Munich,1.0,2.0,1.5,3.2,-1.7000000000000002,-1.0,8196.0,RZD Arena,István Kovács,UEFA
391,2020-2021,Group stage,2,2020-10-27,21:00,Marseille,Manchester City,0.0,3.0,0.1,1.9,-1.7999999999999998,-3.0,,Orange Vélodrome,Tobias Stieler,UEFA
392,2020-2021,Group stage,2,2020-10-27,21:00,Atalanta,Ajax,2.0,2.0,1.7,1.4,0.30000000000000004,0.0,,Stadio Atleti Azzurri d'Italia,Damir Skomina,UEFA
393,2020-2021,Group stage,2,2020-10-27,21:00,Atlético Madrid,RB Salzburg,3.0,2.0,2.5,1.1,1.4,1.0,,Estadio Wanda Metropolitano,Ovidiu Hațegan,UEFA
394,2020-2021,Group stage,2,2020-10-27,21:00,M'Gladbach,Real Madrid,2.0,2.0,1.6,2.6,-1.0,0.0,,Stadion im Borussia-Park,Orel Grinfeeld,UEFA
395,2020-2021,Group stage,2,2020-10-28,20:00,Manchester Utd,RB Leipzig,5.0,0.0,3.2,0.5,2.7,5.0,577.0,Old Trafford,Matej Jug,UEFA
396,2020-2021,Group stage,2,2020-10-28,20:55,Krasnodar,Chelsea,0.0,4.0,0.6,2.4,-1.7999999999999998,-4.0,10544.0,Krasnodar Stadium,Ali Palabıyık,UEFA
397,2020-2021,Group stage,2,2020-10-28,20:55,Başakşehir,Paris S-G,0.0,2.0,0.9,2.4,-1.5,-2.0,350.0,Başakşehir Fatih Terim Stadium,Andreas Ekberg,UEFA
398,2020-2021,Group stage,2,2020-10-28,21:00,Dortmund,Zenit,2.0,0.0,1.7,0.2,1.5,2.0,,Signal Iduna Park,Björn Kuipers,UEFA
399,2020-2021,Group stage,2,2020-10-28,21:00,Club Brugge,Lazio,1.0,1.0,2.1,0.8,1.3,0.0,,Jan Breydelstadion,Anthony Taylor,UEFA
400,2020-2021,Group stage,2,2020-10-28,21:00,Sevilla,Rennes,1.0,0.0,2.6,0.1,2.5,1.0,,Estadio Ramón Sánchez Pizjuán,Cüneyt Çakιr,UEFA
401,2020-2021,Group stage,2,2020-10-28,21:00,Ferencváros,Dynamo Kyiv,2.0,2.0,1.0,1.6,-0.6000000000000001,0.0,6171.0,Groupama Arena,Ivan Kružliak,UEFA
402,2020-2021,Group stage,2,2020-10-28,21:00,Juventus,Barcelona,0.0,2.0,0.4,2.3,-1.9,-2.0,,Allianz Stadium,Danny Makkelie,UEFA
403,2020-2021,Group stage,3,2020-11-03,19:55,Shakhtar,M'Gladbach,0.0,6.0,0.4,2.3,-1.9,-6.0,,Oblasny SportKomplex Metalist,Serdar Gözübüyük,UEFA
404,2020-2021,Group stage,3,2020-11-03,20:00,Porto,Marseille,3.0,0.0,2.4,1.0,1.4,3.0,,Estádio Do Dragão,Antonio Matéu Lahoz,UEFA
405,2020-2021,Group stage,3,2020-11-03,20:00,Manchester City,Olympiacos,3.0,0.0,1.7,0.6,1.1,3.0,,Etihad Stadium,Carlos del Cerro,UEFA
406,2020-2021,Group stage,3,2020-11-03,20:55,Loko Moscow,Atlético Madrid,1.0,1.0,0.9,1.0,-0.09999999999999998,0.0,8147.0,RZD Arena,Benoît Bastien,UEFA
407,2020-2021,Group stage,3,2020-11-03,21:00,RB Salzburg,Bayern Munich,2.0,6.0,1.8,2.9,-1.0999999999999999,-4.0,,Red Bull Arena,Danny Makkelie,UEFA
408,2020-2021,Group stage,3,2020-11-03,21:00,Midtjylland,Ajax,1.0,2.0,0.7,0.7,0.0,-1.0,132.0,MCH Arena,Bobby Madden,UEFA
409,2020-2021,Group stage,3,2020-11-03,21:00,Real Madrid,Inter,3.0,2.0,1.2,0.7,0.5,1.0,,Estadio Alfredo Di Stéfano,Clément Turpin,UEFA
410,2020-2021,Group stage,3,2020-11-03,21:00,Atalanta,Liverpool,0.0,5.0,1.2,2.5,-1.3,-5.0,,Stadio Atleti Azzurri d'Italia,Ovidiu Hațegan,UEFA
411,2020-2021,Group stage,3,2020-11-04,20:00,Chelsea,Rennes,3.0,0.0,3.3,0.6,2.6999999999999997,3.0,,Stamford Bridge,Felix Zwayer,UEFA
412,2020-2021,Group stage,3,2020-11-04,20:55,Başakşehir,Manchester Utd,2.0,1.0,1.0,0.7,0.30000000000000004,1.0,350.0,Başakşehir Fatih Terim Stadium,Davide Massa,UEFA
413,2020-2021,Group stage,3,2020-11-04,20:55,Zenit,Lazio,1.0,1.0,1.2,0.7,0.5,0.0,17427.0,Gazprom Arena,Artur Soares Dias,UEFA
414,2020-2021,Group stage,3,2020-11-04,21:00,Sevilla,Krasnodar,3.0,2.0,2.0,1.4,0.6000000000000001,1.0,,Estadio Ramón Sánchez Pizjuán,Felix Brych,UEFA
415,2020-2021,Group stage,3,2020-11-04,21:00,Club Brugge,Dortmund,0.0,3.0,1.2,1.8,-0.6000000000000001,-3.0,,Jan Breydelstadion,Damir Skomina,UEFA
416,2020-2021,Group stage,3,2020-11-04,21:00,Ferencváros,Juventus,1.0,4.0,1.5,2.7,-1.2000000000000002,-3.0,18531.0,Puskás Aréna,Orel Grinfeeld,UEFA
417,2020-2021,Group stage,3,2020-11-04,21:00,Barcelona,Dynamo Kyiv,2.0,1.0,3.5,2.7,0.7999999999999998,1.0,,Camp Nou,Michael Oliver,UEFA
418,2020-2021,Group stage,3,2020-11-04,21:00,RB Leipzig,Paris S-G,2.0,1.0,1.9,1.3,0.5999999999999999,1.0,,Red Bull Arena,Szymon Marciniak,UEFA
419,2020-2021,Group stage,4,2020-11-24,18:55,Rennes,Chelsea,1.0,2.0,1.1,2.2,-1.1,-1.0,,Roazhon Park,Björn Kuipers,UEFA
420,2020-2021,Group stage,4,2020-11-24,20:00,Manchester Utd,Başakşehir,4.0,1.0,2.9,1.3,1.5999999999999999,3.0,545.0,Old Trafford,Ovidiu Hațegan,UEFA
421,2020-2021,Group stage,4,2020-11-24,20:55,Krasnodar,Sevilla,1.0,2.0,1.1,1.6,-0.5,-1.0,10554.0,Krasnodar Stadium,Marco Guida,UEFA
422,2020-2021,Group stage,4,2020-11-24,21:00,Lazio,Zenit,3.0,1.0,3.3,0.6,2.6999999999999997,2.0,,Stadio Olimpico,Michael Oliver,UEFA
423,2020-2021,Group stage,4,2020-11-24,21:00,Paris S-G,RB Leipzig,1.0,0.0,1.1,1.4,-0.2999999999999998,1.0,,Parc des Princes,Danny Makkelie,UEFA
424,2020-2021,Group stage,4,2020-11-24,21:00,Dortmund,Club Brugge,3.0,0.0,1.6,0.1,1.5,3.0,,Signal Iduna Park,Ivan Kružliak,UEFA
425,2020-2021,Group stage,4,2020-11-24,21:00,Juventus,Ferencváros,2.0,1.0,1.0,0.4,0.6,1.0,,Allianz Stadium,Daniel Siebert,UEFA
426,2020-2021,Group stage,4,2020-11-24,22:00,Dynamo Kyiv,Barcelona,0.0,4.0,0.3,3.0,-2.7,-4.0,,NSK Olimpijs'kyj,Matej Jug,UEFA
427,2020-2021,Group stage,4,2020-11-25,18:55,M'Gladbach,Shakhtar,4.0,0.0,3.2,0.7,2.5,4.0,,Stadion im Borussia-Park,Cüneyt Çakιr,UEFA
428,2020-2021,Group stage,4,2020-11-25,19:55,Olympiacos,Manchester City,0.0,1.0,0.1,2.4,-2.3,-1.0,,Stadio Georgios Karaiskáki,Davide Massa,UEFA
429,2020-2021,Group stage,4,2020-11-25,20:00,Liverpool,Atalanta,0.0,2.0,0.2,1.2,-1.0,-2.0,,Anfield,Carlos del Cerro,UEFA
430,2020-2021,Group stage,4,2020-11-25,21:00,Marseille,Porto,0.0,2.0,1.3,2.1,-0.8,-2.0,,Orange Vélodrome,Andreas Ekberg,UEFA
431,2020-2021,Group stage,4,2020-11-25,21:00,Inter,Real Madrid,0.0,2.0,0.2,2.0,-1.8,-2.0,,Stadio Giuseppe Meazza,Anthony Taylor,UEFA
432,2020-2021,Group stage,4,2020-11-25,21:00,Ajax,Midtjylland,3.0,1.0,2.4,1.4,1.0,2.0,,Johan Cruyff ArenA,Sergey Karasev,UEFA
433,2020-2021,Group stage,4,2020-11-25,21:00,Atlético Madrid,Loko Moscow,0.0,0.0,1.6,0.2,1.4000000000000001,0.0,,Estadio Wanda Metropolitano,Slavko Vinčič,UEFA
434,2020-2021,Group stage,4,2020-11-25,21:00,Bayern Munich,RB Salzburg,3.0,1.0,1.3,3.3,-1.9999999999999998,2.0,,Allianz Arena,Orel Grinfeeld,UEFA
435,2020-2021,Group stage,5,2020-12-01,19:55,Shakhtar,Real Madrid,2.0,0.0,1.3,1.4,-0.09999999999999987,2.0,,Oblasny SportKomplex Metalist,Ovidiu Hațegan,UEFA
436,2020-2021,Group stage,5,2020-12-01,20:00,Liverpool,Ajax,1.0,0.0,2.0,1.5,0.5,1.0,,Anfield,Tobias Stieler,UEFA
437,2020-2021,Group stage,5,2020-12-01,20:00,Porto,Manchester City,0.0,0.0,0.1,2.5,-2.4,0.0,,Estádio Do Dragão,Björn Kuipers,UEFA
438,2020-2021,Group stage,5,2020-12-01,20:55,Loko Moscow,RB Salzburg,1.0,3.0,1.1,2.4,-1.2999999999999998,-2.0,6759.0,RZD Arena,Ali Palabıyık,UEFA
439,2020-2021,Group stage,5,2020-12-01,21:00,Marseille,Olympiacos,2.0,1.0,2.0,0.3,1.7,1.0,,Orange Vélodrome,Jesús Gil,UEFA
440,2020-2021,Group stage,5,2020-12-01,21:00,Atalanta,Midtjylland,1.0,1.0,2.4,0.7,1.7,0.0,,Stadio Atleti Azzurri d'Italia,Anastasios Sidiropoulos,UEFA
441,2020-2021,Group stage,5,2020-12-01,21:00,M'Gladbach,Inter,2.0,3.0,1.3,1.6,-0.30000000000000004,-1.0,,Stadion im Borussia-Park,Danny Makkelie,UEFA
442,2020-2021,Group stage,5,2020-12-01,21:00,Atlético Madrid,Bayern Munich,1.0,1.0,1.6,1.1,0.5,0.0,,Estadio Wanda Metropolitano,Clément Turpin,UEFA
443,2020-2021,Group stage,5,2020-12-02,20:00,Manchester Utd,Paris S-G,1.0,3.0,1.2,2.8,-1.5999999999999999,-2.0,,Old Trafford,Daniele Orsato,UEFA
444,2020-2021,Group stage,5,2020-12-02,20:55,Krasnodar,Rennes,1.0,0.0,1.5,0.7,0.8,1.0,8747.0,Krasnodar Stadium,William Collum,UEFA
445,2020-2021,Group stage,5,2020-12-02,20:55,Başakşehir,RB Leipzig,3.0,4.0,0.6,2.1,-1.5,-1.0,,Başakşehir Fatih Terim Stadium,Carlos del Cerro,UEFA
446,2020-2021,Group stage,5,2020-12-02,21:00,Club Brugge,Zenit,3.0,0.0,2.0,0.2,1.8,3.0,,Jan Breydelstadion,Serdar Gözübüyük,UEFA
447,2020-2021,Group stage,5,2020-12-02,21:00,Juventus,Dynamo Kyiv,3.0,0.0,2.9,0.6,2.3,3.0,,Allianz Stadium,Stéphanie Frappart,UEFA
448,2020-2021,Group stage,5,2020-12-02,21:00,Dortmund,Lazio,1.0,1.0,1.4,1.9,-0.5,0.0,,Signal Iduna Park,Antonio Matéu Lahoz,UEFA
449,2020-2021,Group stage,5,2020-12-02,21:00,Ferencváros,Barcelona,0.0,3.0,0.8,4.0,-3.2,-3.0,,Puskás Aréna,Aliaksei Kulbakou,UEFA
450,2020-2021,Group stage,5,2020-12-02,21:00,Sevilla,Chelsea,0.0,4.0,1.3,2.4,-1.0999999999999999,-4.0,,Estadio Ramón Sánchez Pizjuán,Artur Soares Dias,UEFA
451,2020-2021,Group stage,6,2020-12-08,18:55,Lazio,Club Brugge,2.0,2.0,2.7,1.1,1.6,0.0,,Stadio Olimpico,Cüneyt Çakιr,UEFA
452,2020-2021,Group stage,6,2020-12-08,20:00,Chelsea,Krasnodar,1.0,1.0,2.5,0.4,2.1,0.0,2000.0,Stamford Bridge,Pavel Královec,UEFA
453,2020-2021,Group stage,6,2020-12-08,20:55,Zenit,Dortmund,1.0,2.0,1.2,1.6,-0.40000000000000013,-1.0,10860.0,Gazprom Arena,István Kovács,UEFA
454,2020-2021,Group stage,6,2020-12-08,21:00,Barcelona,Juventus,0.0,3.0,0.9,2.9,-2.0,-3.0,,Camp Nou,Tobias Stieler,UEFA
455,2020-2021,Group stage,6,2020-12-08,21:00,Rennes,Sevilla,1.0,3.0,2.4,1.5,0.8999999999999999,-2.0,,Roazhon Park,Bartosz Frankowski,UEFA
456,2020-2021,Group stage,6,2020-12-08,21:00,RB Leipzig,Manchester Utd,3.0,2.0,1.5,2.0,-0.5,1.0,,Red Bull Arena,Antonio Matéu Lahoz,UEFA
457,2020-2021,Group stage,6,2020-12-08,22:00,Dynamo Kyiv,Ferencváros,1.0,0.0,0.5,0.7,-0.19999999999999996,1.0,,NSK Olimpijs'kyj,Andreas Ekberg,UEFA
458,2020-2021,Group stage,6,2020-12-09,18:55,Ajax,Atalanta,0.0,1.0,0.7,1.2,-0.5,-1.0,,Johan Cruyff ArenA,Carlos del Cerro,UEFA
459,2020-2021,Group stage,6,2020-12-09,18:55,Paris S-G,Başakşehir,5.0,1.0,3.1,0.8,2.3,4.0,,Parc des Princes,Danny Makkelie,UEFA
460,2020-2021,Group stage,6,2020-12-09,18:55,Midtjylland,Liverpool,1.0,1.0,2.3,1.1,1.1999999999999997,0.0,,MCH Arena,François Letexier,UEFA
461,2020-2021,Group stage,6,2020-12-09,20:00,Manchester City,Marseille,3.0,0.0,2.4,0.5,1.9,3.0,,Etihad Stadium,Halil Umut Meler,UEFA
462,2020-2021,Group stage,6,2020-12-09,21:00,Real Madrid,M'Gladbach,2.0,0.0,2.8,1.0,1.7999999999999998,2.0,,Estadio Alfredo Di Stéfano,Björn Kuipers,UEFA
463,2020-2021,Group stage,6,2020-12-09,21:00,Bayern Munich,Loko Moscow,2.0,0.0,1.7,0.4,1.2999999999999998,2.0,,Allianz Arena,Sandro Schärer,UEFA
464,2020-2021,Group stage,6,2020-12-09,21:00,RB Salzburg,Atlético Madrid,0.0,2.0,1.4,0.6,0.7999999999999999,-2.0,,Red Bull Arena,Anthony Taylor,UEFA
465,2020-2021,Group stage,6,2020-12-09,21:00,Inter,Shakhtar,0.0,0.0,1.3,0.4,0.9,0.0,,Stadio Giuseppe Meazza,Slavko Vinčič,UEFA
466,2020-2021,Group stage,6,2020-12-09,22:00,Olympiacos,Porto,0.0,2.0,1.0,1.0,0.0,-2.0,,Stadio Georgios Karaiskáki,Felix Brych,UEFA
467,2020-2021,Round of 16,,2021-02-16,21:00,Barcelona,Paris S-G,1.0,4.0,1.6,2.8,-1.1999999999999997,-3.0,,Camp Nou,Björn Kuipers,UEFA
468,2020-2021,Round of 16,,2021-02-16,21:00,RB Leipzig,Liverpool,0.0,2.0,1.3,1.4,-0.09999999999999987,-2.0,,Puskás Aréna,Slavko Vinčič,UEFA
469,2020-2021,Round of 16,,2021-02-17,20:00,Porto,Juventus,2.0,1.0,1.3,0.9,0.4,1.0,,Estádio Do Dragão,Carlos del Cerro,UEFA
470,2020-2021,Round of 16,,2021-02-17,21:00,Sevilla,Dortmund,2.0,3.0,0.9,1.2,-0.29999999999999993,-1.0,,Estadio Ramón Sánchez Pizjuán,Danny Makkelie,UEFA
471,2020-2021,Round of 16,,2021-02-23,21:00,Lazio,Bayern Munich,1.0,4.0,0.9,1.9,-0.9999999999999999,-3.0,,Stadio Olimpico,Orel Grinfeeld,UEFA
472,2020-2021,Round of 16,,2021-02-23,21:00,Atlético Madrid,Chelsea,0.0,1.0,0.8,1.0,-0.19999999999999996,-1.0,,Arena Naţională,Felix Brych,UEFA
473,2020-2021,Round of 16,,2021-02-24,21:00,M'Gladbach,Manchester City,0.0,2.0,0.4,1.6,-1.2000000000000002,-2.0,,Puskás Aréna,Artur Soares Dias,UEFA
474,2020-2021,Round of 16,,2021-02-24,21:00,Atalanta,Real Madrid,0.0,1.0,0.1,1.5,-1.4,-1.0,,Stadio Atleti Azzurri d'Italia,Tobias Stieler,UEFA
475,2020-2021,Round of 16,,2021-03-09,21:00,Juventus,Porto,3.0,2.0,3.0,2.2,0.7999999999999998,1.0,,Allianz Stadium,Björn Kuipers,UEFA
476,2020-2021,Round of 16,,2021-03-09,21:00,Dortmund,Sevilla,2.0,2.0,2.2,2.0,0.20000000000000018,0.0,,Fußballpark BVB Hohenbuschei,Cüneyt Çakιr,UEFA
477,2020-2021,Round of 16,,2021-03-10,20:00,Liverpool,RB Leipzig,2.0,0.0,2.4,0.9,1.5,2.0,,Puskás Aréna,Clément Turpin,UEFA
478,2020-2021,Round of 16,,2021-03-10,21:00,Paris S-G,Barcelona,1.0,1.0,1.7,2.2,-0.5000000000000002,0.0,,Parc des Princes,Anthony Taylor,UEFA
479,2020-2021,Round of 16,,2021-03-16,20:00,Manchester City,M'Gladbach,2.0,0.0,1.4,0.3,1.0999999999999999,2.0,,Etihad Stadium,Sergey Karasev,UEFA
480,2020-2021,Round of 16,,2021-03-16,21:00,Real Madrid,Atalanta,3.0,1.0,2.7,1.3,1.4000000000000001,2.0,,Estadio Alfredo Di Stéfano,Danny Makkelie,UEFA
481,2020-2021,Round of 16,,2021-03-17,20:00,Chelsea,Atlético Madrid,2.0,0.0,2.0,0.5,1.5,2.0,,Stamford Bridge,Daniele Orsato,UEFA
482,2020-2021,Round of 16,,2021-03-17,21:00,Bayern Munich,Lazio,2.0,1.0,1.9,1.1,0.7999999999999998,1.0,,Allianz Arena,István Kovács,UEFA
483,2020-2021,Quarter-finals,,2021-04-06,20:00,Manchester City,Dortmund,2.0,1.0,2.1,1.1,1.0,1.0,,Etihad Stadium,Ovidiu Hațegan,UEFA
484,2020-2021,Quarter-finals,,2021-04-06,21:00,Real Madrid,Liverpool,3.0,1.0,2.1,0.7,1.4000000000000001,2.0,,Estadio Alfredo Di Stéfano,Felix Brych,UEFA
485,2020-2021,Quarter-finals,,2021-04-07,20:00,Porto,Chelsea,0.0,2.0,1.4,1.6,-0.20000000000000018,-2.0,,Estadio Ramón Sánchez Pizjuán,Slavko Vinčič,UEFA
486,2020-2021,Quarter-finals,,2021-04-07,21:00,Bayern Munich,Paris S-G,2.0,3.0,3.7,1.3,2.4000000000000004,-1.0,,Allianz Arena,Antonio Matéu Lahoz,UEFA
487,2020-2021,Quarter-finals,,2021-04-13,20:00,Chelsea,Porto,0.0,1.0,1.2,0.4,0.7999999999999999,-1.0,,Estadio Ramón Sánchez Pizjuán,Clément Turpin,UEFA
488,2020-2021,Quarter-finals,,2021-04-13,21:00,Paris S-G,Bayern Munich,0.0,1.0,1.6,1.5,0.10000000000000009,-1.0,,Parc des Princes,Daniele Orsato,UEFA
489,2020-2021,Quarter-finals,,2021-04-14,20:00,Liverpool,Real Madrid,0.0,0.0,1.2,0.8,0.3999999999999999,0.0,,Anfield,Björn Kuipers,UEFA
490,2020-2021,Quarter-finals,,2021-04-14,21:00,Dortmund,Manchester City,1.0,2.0,0.5,2.5,-2.0,-1.0,,Signal Iduna Park,Carlos del Cerro,UEFA
491,2020-2021,Semi-finals,,2021-04-27,21:00,Real Madrid,Chelsea,1.0,1.0,0.7,1.7,-1.0,0.0,,Estadio Alfredo Di Stéfano,Danny Makkelie,UEFA
493,2020-2021,Semi-finals,,2021-04-28,21:00,Paris S-G,Manchester City,1.0,2.0,1.0,0.8,0.19999999999999996,-1.0,,Parc des Princes,Felix Brych,UEFA
494,2020-2021,Semi-finals,,2021-05-04,20:00,Manchester City,Paris S-G,2.0,0.0,1.4,0.8,0.5999999999999999,2.0,,Etihad Stadium,Björn Kuipers,UEFA
495,2020-2021,Semi-finals,,2021-05-05,20:00,Chelsea,Real Madrid,2.0,0.0,4.0,0.5,3.5,2.0,,Stamford Bridge,Daniele Orsato,UEFA
496,2020-2021,Final,,2021-05-29,22:00,Manchester City,Chelsea,0.0,1.0,0.5,1.4,-0.8999999999999999,-1.0,14110.0,Estádio Do Dragão,Antonio Matéu Lahoz,UEFA
497,2021-2022,Group stage,1,2021-09-14,18:45,Sevilla,RB Salzburg,1.0,1.0,1.5,2.9,-1.4,0.0,18373.0,Estadio Ramón Sánchez Pizjuán,Aliaksei Kulbakou,UEFA
498,2021-2022,Group stage,1,2021-09-14,18:45,Young Boys,Manchester Utd,2.0,1.0,1.4,0.5,0.8999999999999999,1.0,31120.0,Wankdorfstadion,François Letexier,UEFA
499,2021-2022,Group stage,1,2021-09-14,20:00,Chelsea,Zenit,1.0,0.0,0.7,0.9,-0.20000000000000007,1.0,39252.0,Stamford Bridge,Bartosz Frankowski,UEFA
