,Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
376,Regular season,33.0,Wed,2018-04-25,18:45,Caen,0.3,0–0,0.6,Toulouse,18658.0,Stade Michel d'Ornano,Benoît Millot,Match Report,
377,,,,,,,,,,,,,,,
378,Regular season,35.0,Fri,2018-04-27,20:45,Montpellier,1.7,0–1,1.4,Saint-Étienne,15814.0,Stade de la Mosson,Thomas Léonard,Match Report,
379,Regular season,35.0,Sat,2018-04-28,17:00,Lyon,2.7,2–0,0.5,Nantes,50443.0,Groupama Stadium,Antony Gautier,Match Report,
380,Regular season,35.0,Sat,2018-04-28,20:00,Troyes,1.1,3–1,0.6,Caen,14019.0,Stade de l'Aube,Hakim Ben El Hadj Salem,Match Report,
381,Regular season,35.0,Sat,2018-04-28,20:00,Monaco,0.8,0–0,0.7,Amiens,8164.0,Stade Louis II.,Mikael Lesage,Match Report,
382,Regular season,35.0,Sat,2018-04-28,20:00,Bordeaux,1.9,3–1,1.4,Dijon,22584.0,Stade Matmut-Atlantique,Johan Hamel,Match Report,
383,Regular season,35.0,Sat,2018-04-28,20:00,Strasbourg,1.0,1–1,1.3,Nice,25386.0,Stade de la Meinau,Amaury Delerue,Match Report,
384,Regular season,35.0,Sat,2018-04-28,20:00,Lille,2.1,3–1,0.8,Metz,38429.0,Stade Pierre-Mauroy,François Letexier,Match Report,
385,Regular season,35.0,Sun,2018-04-29,15:00,Rennes,1.7,2–1,1.0,Toulouse,20138.0,Roazhon Park,Stéphane Jochem,Match Report,
386,Regular season,35.0,Sun,2018-04-29,17:00,Angers,1.1,1–1,2.0,Marseille,15794.0,Stade Raymond Kopa,Nicolas Rainville,Match Report,
387,Regular season,35.0,Sun,2018-04-29,21:00,Paris S-G,2.1,2–2,2.0,Guingamp,47759.0,Parc des Princes,Sébastien Moreira,Match Report,
388,,,,,,,,,,,,,,,
389,Regular season,36.0,Fri,2018-05-04,20:45,Amiens,0.6,2–2,2.2,Paris S-G,11676.0,Stade de la Licorne,Hakim Ben El Hadj Salem,Match Report,
390,Regular season,36.0,Sun,2018-05-06,15:00,Saint-Étienne,2.2,1–3,2.4,Bordeaux,33741.0,Stade Geoffroy-Guichard,Sébastien Moreira,Match Report,
391,Regular season,36.0,Sun,2018-05-06,16:30,Lyon,1.5,3–0,1.3,Troyes,54274.0,Groupama Stadium,Nicolas Rainville,Match Report,
392,Regular season,36.0,Sun,2018-05-06,17:00,Toulouse,0.8,2–3,2.8,Lille,26251.0,Stadium Municipal,Clément Turpin,Match Report,
393,Regular season,36.0,Sun,2018-05-06,17:00,Metz,1.4,1–2,1.9,Angers,13295.0,Stade Saint-Symphorien,Olivier Thual,Match Report,
394,Regular season,36.0,Sun,2018-05-06,17:00,Nantes,1.2,0–2,0.5,Montpellier,19895.0,Stade de la Beaujoire - Louis Fonteneau,Franck Schneider,Match Report,
395,Regular season,36.0,Sun,2018-05-06,17:00,Rennes,2.6,2–1,0.8,Strasbourg,23554.0,Roazhon Park,Benoît Millot,Match Report,
396,Regular season,36.0,Sun,2018-05-06,17:00,Dijon,2.3,3–1,0.5,Guingamp,13157.0,Stade Gaston Gérard,Karim Abed,Match Report,
397,Regular season,36.0,Sun,2018-05-06,17:00,Caen,1.3,1–2,1.3,Monaco,17468.0,Stade Michel d'Ornano,Ruddy Buquet,Match Report,
398,Regular season,36.0,Sun,2018-05-06,21:05,Marseille,2.0,2–1,0.9,Nice,51443.0,Orange Vélodrome,Antony Gautier,Match Report,
399,,,,,,,,,,,,,,,
400,Regular season,37.0,Fri,2018-05-11,20:45,Guingamp,3.4,3–3,1.8,Marseille,18378.0,Stade du Roudourou,Amaury Delerue,Match Report,
401,Regular season,37.0,Sat,2018-05-12,21:00,Strasbourg,1.0,3–2,1.1,Lyon,25503.0,Stade de la Meinau,Clément Turpin,Match Report,
402,Regular season,37.0,Sat,2018-05-12,21:00,Montpellier,0.8,1–1,0.4,Troyes,12125.0,Stade de la Mosson,François Letexier,Match Report,
403,Regular season,37.0,Sat,2018-05-12,21:00,Bordeaux,2.6,4–2,0.9,Toulouse,38630.0,Stade Matmut-Atlantique,Ruddy Buquet,Match Report,
404,Regular season,37.0,Sat,2018-05-12,21:00,Amiens,1.5,2–0,1.3,Metz,10969.0,Stade de la Licorne,Johan Hamel,Match Report,
405,Regular season,37.0,Sat,2018-05-12,21:00,Lille,2.3,2–1,1.6,Dijon,46342.0,Stade Pierre-Mauroy,Nicolas Rainville,Match Report,
406,Regular season,37.0,Sat,2018-05-12,21:00,Nice,2.3,4–1,0.7,Caen,22570.0,Stade de Nice,Franck Schneider,Match Report,
407,Regular season,37.0,Sat,2018-05-12,21:00,Paris S-G,1.0,0–2,1.1,Rennes,47352.0,Parc des Princes,Jérôme Brisard,Match Report,
408,Regular season,37.0,Sat,2018-05-12,21:00,Angers,0.7,0–2,1.0,Nantes,15567.0,Stade Raymond Kopa,Benoît Millot,Match Report,
409,Regular season,37.0,Sat,2018-05-12,21:00,Monaco,2.2,1–0,0.7,Saint-Étienne,10742.0,Stade Louis II.,Benoît Bastien,Match Report,
410,,,,,,,,,,,,,,,
411,Regular season,38.0,Sat,2018-05-19,21:00,Saint-Étienne,1.9,5–0,0.5,Lille,22665.0,Stade Geoffroy-Guichard,François Letexier,Match Report,
412,Regular season,38.0,Sat,2018-05-19,21:00,Caen,0.9,0–0,1.1,Paris S-G,19999.0,Stade Michel d'Ornano,Antony Gautier,Match Report,
413,Regular season,38.0,Sat,2018-05-19,21:00,Dijon,0.7,2–1,2.1,Angers,14270.0,Stade Gaston Gérard,Thomas Léonard,Match Report,
414,Regular season,38.0,Sat,2018-05-19,21:00,Marseille,2.5,2–1,0.6,Amiens,56120.0,Orange Vélodrome,Jérôme Brisard,Match Report,
415,Regular season,38.0,Sat,2018-05-19,21:00,Rennes,0.5,1–1,0.7,Montpellier,28126.0,Roazhon Park,Karim Abed,Match Report,
416,Regular season,38.0,Sat,2018-05-19,21:00,Nantes,0.6,1–0,0.5,Strasbourg,19595.0,Stade de la Beaujoire - Louis Fonteneau,Ruddy Buquet,Match Report,
417,Regular season,38.0,Sat,2018-05-19,21:00,Metz,0.4,0–4,1.9,Bordeaux,12400.0,Stade Saint-Symphorien,Hakim Ben El Hadj Salem,Match Report,
418,Regular season,38.0,Sat,2018-05-19,21:00,Lyon,2.3,3–2,1.1,Nice,56953.0,Groupama Stadium,Benoît Bastien,Match Report,
419,Regular season,38.0,Sat,2018-05-19,21:00,Toulouse,2.1,2–1,0.7,Guingamp,24306.0,Stadium Municipal,Mikael Lesage,Match Report,
420,Regular season,38.0,Sat,2018-05-19,21:00,Troyes,0.9,0–3,2.5,Monaco,14585.0,Stade de l'Aube,Clément Turpin,Match Report,
421,,,,,,,,,,,,,,,
422,French 1/2 Relegation/Promotion Playoffs,,Wed,2018-05-23,20:45,Ajaccio,,0–3,,Toulouse,,Stade de la Mosson,,Match Report,Leg 1 of 2
423,French 1/2 Relegation/Promotion Playoffs,,Sun,2018-05-27,21:00,Toulouse,,1–0,,Ajaccio,25487.0,Stadium Municipal,,Match Report,Leg 2 of 2; Toulouse won
